id_imovel,nome,host_id,host_nome,bairro,latitude,longitude,tipo,preco,noites_minimas,numero_reviews,ultima_review,reviews_por_mes,hosts_qtd,disponibilidade,reviewss_ultimo_mes
462947,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,2300508,Luana,Copacabana,-22.977,-43.18969,Entire home/apt,1311.7262280953748,3.0,1,2023-06-24,0.16,2,0,1
900709,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,2649464,Lélla,Centro,-22.91589,-43.18846,Entire home/apt,549.5368888888889,3.0,0,,,1,364,0
681179,Home in Rio de Janeiro · 1 bedroom · 2 beds · 1 private bath,2916588,Murillo,Barra da Tijuca,-23.00522,-43.35159,Private room,1350.8451882845188,3.0,2,2019-10-07,0.01,1,0,0
1667766,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,8831931,Luis Fernando,Barra da Tijuca,-23.00963,-43.35652,Private room,1350.8451882845188,5.0,0,,,1,0,0
2019418,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 shared bath,1125885,Adriana,Ipanema,-22.98467,-43.19652,Private room,1726.5436160579536,2.0,1,2019-01-01,0.02,4,0,0
2021042,Rental unit in Rio de Janeiro · 1 bedroom · 2 beds · 1 bath,10387941,Leila,Copacabana,-22.96693,-43.19187,Entire home/apt,1311.7262280953748,90.0,1,2014-01-05,0.01,2,0,0
2098587,Rental unit in Rio · 2 bedrooms · 1 bed · 1 bath,10703964,Melissa,Centro,-22.90376,-43.18159,Entire home/apt,549.5368888888889,3.0,0,,,1,0,0
2139220,Rental unit in Rio · 2 bedrooms · 3 beds · 3 baths,10916622,Alexandre,Barra da Tijuca,-22.99501,-43.38147,Entire home/apt,1350.8451882845188,3.0,2,2022-01-08,0.02,1,0,0
2162106,Home in Rio · 2 bedrooms · 4 beds · 2 baths,11032714,Tainá,Santa Teresa,-22.93295,-43.19742,Entire home/apt,748.8612132352941,1.0,0,,,1,0,0
2356477,Rental unit in Rio de Janeiro · Studio · 1 bed · 1 bath,9051582,Vanessa,Glória,-22.91971,-43.17478,Entire home/apt,980.5836575875486,3.0,2,2014-06-27,0.02,1,0,0
2440469,Home in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,11652759,Elzbieta,Santa Teresa,-22.92508,-43.18735,Private room,748.8612132352941,2.0,1,2015-02-18,0.01,2,0,0
2440627,Rental unit in Rio de Janeiro · 3 bedrooms · 3 beds · 2 baths,1473104,Elizabeth,Tijuca,-22.92494,-43.22339,Entire home/apt,815.5894495412844,4.0,1,2023-02-22,0.1,1,0,1
2419564,Rental unit in Rio · 2 bedrooms · 3 beds · 2.5 baths,12366161,Rosane,Leblon,-22.97942,-43.22147,Entire home/apt,1547.7930614729155,4.0,0,,,1,0,0
2545815,Condo in Rio · 3 bedrooms · 3 beds · 3.5 baths,2903257,Frederico,São Conrado,-22.99351,-43.25712,Entire home/apt,2487.0293255131965,365.0,0,,,1,0,0
2515926,Rental unit in Rio · 2 bedrooms · 3 beds · 2 baths,12878849,Helena,Cosme Velho,-22.93916,-43.20237,Entire home/apt,821.9382716049382,365.0,0,,,1,0,0
2595841,Rental unit in Rio · 1 bedroom · 1 bed · 1 bath,13291724,Luiz,Copacabana,-22.97321,-43.19235,Entire home/apt,1311.7262280953748,3.0,0,,,1,359,0
2674993,Rental unit in Rio · 1 bedroom · 1 bed · 1 bath,13695681,Denise,Santa Teresa,-22.91659,-43.19142,Entire home/apt,748.8612132352941,5.0,0,,,1,0,0
2747784,Condo in Rio de Janeiro · 3 bedrooms · 4 beds · 3.5 baths,14058069,Marco,Ipanema,-22.98555,-43.20909,Entire home/apt,1726.5436160579536,5.0,2,2020-01-05,0.02,1,0,0
2644143,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 2 baths,13498004,Fabio,Barra da Tijuca,-22.97374,-43.38439,Entire home/apt,1350.8451882845188,7.0,0,,,7,0,0
2935726,Rental unit in Rio · 2 bedrooms · 2 beds · 2 baths,2759276,Leonardo,Botafogo,-22.94744,-43.19057,Entire home/apt,768.3704453441295,3.0,0,,,1,0,0
3009305,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 2.5 baths,3404232,Jonas,Botafogo,-22.95347,-43.19497,Entire home/apt,768.3704453441295,2.0,0,,,1,0,0
3082819,Condo in Rio · 2 bedrooms · 3 beds · 2 baths,15673082,Renata,Ipanema,-22.98393,-43.20892,Entire home/apt,1726.5436160579536,4.0,0,,,1,0,0
3185866,Rental unit in Copacabana · 2 bedrooms · 2 beds · 2 baths,16151568,José Carlos,Copacabana,-22.97268,-43.19027,Entire home/apt,1311.7262280953748,5.0,2,2020-02-26,0.04,1,0,0
3048467,Rental unit in Rio · 2 bedrooms · 4 beds · 1 bath,15520216,Orlando,Copacabana,-22.96131,-43.17669,Entire home/apt,1311.7262280953748,5.0,1,2023-02-22,0.1,1,0,1
3049947,Rental unit in Rio · 3 bedrooms · 4 beds · 3 baths,15526723,Andre,Copacabana,-22.97413,-43.18617,Entire home/apt,1311.7262280953748,5.0,1,2017-01-03,0.01,1,0,0
3239381,Rental unit in Rio · 1 bedroom · 1 bed · 1 private bath,16390050,Ignacio,Recreio dos Bandeirantes,-23.02075,-43.48012,Private room,962.8882455124493,1.0,1,2022-09-10,0.06,1,0,0
3293572,Rental unit in Rio · 1 bedroom · 1 bed · 2 baths,16076498,Daisy,Copacabana,-22.97015,-43.18984,Entire home/apt,1311.7262280953748,2.0,1,2019-01-01,0.02,1,0,0
3621487,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 2 baths,11390380,Clarice,Jardim Botânico,-22.9655,-43.22044,Entire home/apt,1052.197969543147,2.0,2,2019-01-03,0.02,2,0,0
3659995,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 shared bath,12000002,Luciana,Santa Teresa,-22.91958,-43.18232,Private room,748.8612132352941,3.0,2,2020-03-02,0.02,2,0,0
4250213,Condo in Recreio dos Bandeirantes · 1 bedroom · 3 beds · 1 bath,16203836,Gizella,Recreio dos Bandeirantes,-23.03092,-43.47419,Entire home/apt,962.8882455124493,3.0,2,2022-11-15,0.13,1,0,0
4854025,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 shared bath,24971450,Thiago,Rio Comprido,-22.925016,-43.201073,Private room,553.3669724770642,2.0,1,2021-07-30,0.03,1,0,0
5083946,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 1 bath,26259326,Liliane Marques,Jacarepaguá,-22.96941,-43.39775,Entire home/apt,785.2956685499058,4.0,1,2019-09-30,0.02,1,0,0
5278558,Cottage in Rio de Janeiro · 3 bedrooms · 13 beds · 3.5 baths,9819895,João Pedro,Vargem Grande,-22.97087,-43.49481,Entire home/apt,932.8235294117648,1.0,2,2019-12-29,0.03,4,0,0
5820997,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,30210745,Maurício E Natália,Grajaú,-22.920072,-43.269055,Entire home/apt,374.21153846153845,3.0,2,2023-02-21,0.17,1,0,2
6039756,Condo in Rio de Janeiro · 1 bedroom · 1 bed · 1 private bath,5014163,Anderson,Barra da Tijuca,-23.00906,-43.3227,Private room,1350.8451882845188,2.0,2,2017-09-24,0.02,2,0,0
7037520,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1.5 shared baths,36897738,Bianca,Vila Isabel,-22.9203,-43.23781,Private room,617.8455882352941,1.0,0,,,2,0,0
6553927,Rental unit in Flamengo · 1 bedroom · 1 bed · 1 bath,34277283,Leandro,Flamengo,-22.93904,-43.17524,Entire home/apt,678.5729442970822,2.0,0,,,1,178,0
6226336,Home in Rio de Janeiro · New · 1 bedroom · 1 bed · 1 bath,10364397,Auciomar,Centro,-22.90787,-43.17318,Private room,549.5368888888889,15.0,0,,,1,263,0
7272073,Rental unit in Rio de Janeiro · Studio · 3 beds · 1 bath,38074964,Rogerio,Flamengo,-22.93909,-43.17449,Entire home/apt,678.5729442970822,3.0,1,2016-02-11,0.01,1,0,0
7323556,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 1 bath,38364611,Maria,Copacabana,-22.97712,-43.18855,Entire home/apt,1311.7262280953748,3.0,2,2016-01-05,0.02,4,0,0
7746353,Home in Rio de Janeiro · 1 bedroom · 11 beds · 3 shared baths,26595931,Cesar,Recreio dos Bandeirantes,-23.03519,-43.49321,Shared room,962.8882455124493,1.0,0,,,1,0,0
7752478,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 2 baths,40736248,Ricardo,Recreio dos Bandeirantes,-23.0186,-43.48293,Entire home/apt,962.8882455124493,2.0,1,2018-08-26,0.02,1,0,0
8308045,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 2.5 baths,10250005,Karen,Jardim Botânico,-22.95882,-43.20962,Entire home/apt,1052.197969543147,4.0,1,2023-01-02,0.08,2,0,1
8106358,Rental unit in Tijuca · 1 bedroom · 1 bed · 1 bath,41768542,Ana Luiza,Vila Isabel,-22.91615,-43.24107,Entire home/apt,617.8455882352941,1.0,2,2022-03-14,0.09,1,0,0
8201744,Rental unit in Rio de Janeiro · 2 bedrooms · 2 beds · 1 bath,18197390,Magaly,Moneró,-22.79523,-43.19904,Entire home/apt,156.0,3.0,0,,,1,0,0
8461379,Rental unit in Rio de Janeiro · 2 bedrooms · 2 beds · 2 baths,44541116,Aurora,Leblon,-22.9809,-43.22252,Entire home/apt,1547.7930614729155,5.0,2,2020-02-16,0.03,1,0,0
8289138,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,7236262,Jô,Copacabana,-22.96576,-43.18836,Entire home/apt,1311.7262280953748,3.0,1,2020-02-26,0.02,1,0,0
8920691,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,46650438,Boris,Centro,-22.90965,-43.18374,Entire home/apt,549.5368888888889,20.0,0,,,1,0,0
8565381,Rental unit in Rio de Janeiro · 2 bedrooms · 2 beds · 2 baths,10823485,Vania,Urca,-22.94688,-43.16292,Entire home/apt,884.3484848484849,6.0,0,,,7,0,0
9313604,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,9270905,Carlos,Centro,-22.90958,-43.18718,Entire home/apt,549.5368888888889,1.0,0,,,37,0,0
9337735,Bed and breakfast in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,48463017,Lidia Maria,Barra da Tijuca,-23.00291,-43.30839,Private room,1350.8451882845188,1.0,0,,,4,0,0
9214195,Rental unit in Rio de Janeiro · 3 bedrooms · 5 beds · 2 baths,25342657,Camila,Jacarepaguá,-22.96871,-43.42544,Entire home/apt,785.2956685499058,1.0,0,,,1,0,0
9230537,Rental unit in Rio de Janeiro · 2 bedrooms · 2 beds · 2 baths,15411058,Ana,Ipanema,-22.98168,-43.20512,Entire home/apt,1726.5436160579536,1.0,2,2017-01-02,0.02,1,0,0
9873078,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 private bath,24231115,Paloma,Copacabana,-22.96958,-43.18292,Private room,1311.7262280953748,7.0,2,2016-02-14,0.02,4,0,0
10034558,Condo in Rio de Janeiro · 3 bedrooms · 5 beds · 2.5 shared baths,51513458,Lucas,Botafogo,-22.95614,-43.17869,Private room,768.3704453441295,5.0,2,2022-01-03,0.02,2,0,0
10231367,Rental unit in Ipanema · 4 bedrooms · 5 beds · 3.5 baths,22713969,Maria,Ipanema,-22.98457,-43.20084,Entire home/apt,1726.5436160579536,7.0,0,,,38,0,0
10267536,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 3 baths,22713969,Maria,Leblon,-22.98542,-43.23164,Entire home/apt,1547.7930614729155,1.0,0,,,38,0,0
10283474,Earthen home in Rio de Janeiro · 5 bedrooms · 91 beds · 6 baths,13384955,Sergio,Guaratiba,-22.99421,-43.54186,Entire home/apt,897.3968253968254,2.0,0,,,2,0,0
9964794,Rental unit in Rio de Janeiro · 4.91 · 1 bedroom · 1 bed · 1 bath,7494141,Luciana,Botafogo,-22.94907,-43.18723,Entire home/apt,768.3704453441295,2.0,35,2017-09-24,0.36,1,0,0
10009999,Rental unit in Rio de Janeiro · 1 bedroom · 2 beds · 1 bath,1282196,Ynaie,Jardim Botânico,-22.96536,-43.23053,Entire home/apt,1052.197969543147,2.0,2,2020-02-27,0.04,1,0,0
10199369,Condo in Rio de Janeiro · 3 bedrooms · 4 beds · 2.5 shared baths,51513458,Lucas,Botafogo,-22.95707,-43.1788,Private room,768.3704453441295,5.0,1,2022-01-03,0.04,2,0,0
10513529,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,54205567,Silvia,Santa Teresa,-22.91998,-43.1906,Entire home/apt,748.8612132352941,28.0,2,2016-04-19,0.02,1,0,0
10768050,Rental unit in Rio de Janeiro · 3 bedrooms · 6 beds · 3 baths,52250697,Beth,Copacabana,-22.967653,-43.180832,Entire home/apt,1311.7262280953748,2.0,0,,,1,186,0
10597671,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,1224883,Felippe,Copacabana,-22.98257,-43.19405,Entire home/apt,1311.7262280953748,3.0,1,2016-08-16,0.01,1,0,0
10946894,Rental unit in Rio de Janeiro · 1 bedroom · 2 beds · 1 bath,56768031,João,Centro,-22.91812,-43.18844,Private room,549.5368888888889,1.0,0,,,1,0,0
10983734,Rental unit in Rio de Janeiro · 2 bedrooms · 2 beds · 1 bath,23667548,Tadeu,Ipanema,-22.98456,-43.20949,Entire home/apt,1726.5436160579536,3.0,2,2023-08-21,0.28,2,0,2
11046268,Home in Rio de Janeiro · 1 bedroom · 1 bed · 2 baths,24415930,Cristina,Leme,-22.95872,-43.17119,Private room,1059.6032934131736,1.0,0,,,5,0,0
11009927,Rental unit in Rio de Janeiro · 2 bedrooms · 2 beds · 2 baths,57132466,Tatiana,Jacarepaguá,-22.97114,-43.39314,Entire home/apt,785.2956685499058,3.0,1,2016-08-22,0.01,1,0,0
11379442,Rental unit in Rio de Janeiro · 2 bedrooms · 4 beds · 2 baths,13498004,Fabio,Jacarepaguá,-22.97196,-43.38336,Entire home/apt,785.2956685499058,7.0,0,,,7,0,0
11477153,Home in Rio de Janeiro · 1 bedroom · 2 beds · 1 bath,53334586,Ciçah,Recreio dos Bandeirantes,-23.01624,-43.46783,Private room,962.8882455124493,2.0,2,2017-09-25,0.02,2,0,0
11412589,Rental unit in Rio de Janeiro · 2 bedrooms · 2 beds · 2 baths,54979319,João,Jacarepaguá,-22.97125,-43.39647,Entire home/apt,785.2956685499058,1.0,2,2022-02-28,0.02,1,0,0
11522910,Rental unit in Rio de Janeiro · 2 bedrooms · 1 bed · 2 baths,60749886,Marcelo,Copacabana,-22.97434,-43.19408,Entire home/apt,1311.7262280953748,5.0,2,2016-08-20,0.02,1,0,0
11228750,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 1.5 baths,26053038,Rudá,Copacabana,-22.97498,-43.18985,Entire home/apt,1311.7262280953748,3.0,0,,,1,0,0
11960443,Rental unit in Rio de Janeiro · 4 bedrooms · 4 beds · 3 baths,54360268,Marcelo,Leblon,-22.984,-43.22664,Entire home/apt,1547.7930614729155,3.0,2,2018-10-14,0.03,1,0,0
12129908,Home in Rio de Janeiro · 3 bedrooms · 4 beds · 4.5 baths,8440271,Luis,Jardim Botânico,-22.96547,-43.23545,Entire home/apt,1052.197969543147,10.0,0,,,1,0,0
12084149,Rental unit in Rio de Janeiro · 1 bedroom · 2 beds · 1 private bath,24111353,Anna,Copacabana,-22.98257,-43.19331,Private room,1311.7262280953748,2.0,0,,,1,0,0
12200221,Rental unit in Rio de Janeiro · 3 bedrooms · 5 beds · 3 baths,22875786,Claudia,Lagoa,-22.96424,-43.21616,Entire home/apt,1567.0389105058366,5.0,0,,,1,0,0
12591225,Condo in Rio de Janeiro · 5 bedrooms · 9 beds · 8 baths,47893384,Leo,Barra da Tijuca,-23.0107,-43.31872,Entire home/apt,1350.8451882845188,1.0,1,2017-02-28,0.01,1,0,0
12362765,Serviced apartment in Rio de Janeiro · 1 bedroom · 2 beds · 1 bath,66779100,Carlos,Barra da Tijuca,-23.0119,-43.32716,Entire home/apt,1350.8451882845188,3.0,0,,,1,0,0
12881098,Condo in Rio de Janeiro · 2 bedrooms · 2 beds · 1.5 baths,12590588,Stefano,Copacabana,-22.965762,-43.179455,Entire home/apt,1311.7262280953748,3.0,0,,,1,347,0
12410496,Rental unit in Rio de Janeiro · 3 bedrooms · 1 bed · 2 baths,67117467,Ricardo,Copacabana,-22.97236,-43.18799,Private room,1311.7262280953748,2.0,2,2018-01-02,0.02,2,0,0
12421048,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1.5 baths,6015468,Ana,Flamengo,-22.935551,-43.176353,Entire home/apt,678.5729442970822,2.0,0,,,1,0,0
12720985,Rental unit in Rio de Janeiro · 3 bedrooms · 3 beds · 4 baths,69166015,Alessandra,Barra da Tijuca,-23.00585,-43.33394,Entire home/apt,1350.8451882845188,30.0,0,,,1,0,0
12755791,Condo in Rio de Janeiro · 2 bedrooms · 2 beds · 1 bath,43907261,Katia,Camorim,-22.97637,-43.41392,Entire home/apt,569.8497316636851,1.0,2,2019-10-07,0.03,1,0,0
12794789,Rental unit in Rio de Janeiro · 2 bedrooms · 2 beds · 1 shared bath,68445859,Jean Gregoire,Humaitá,-22.95733,-43.19854,Private room,795.2043010752689,3.0,0,,,1,0,0
12796796,Serviced apartment in Rio de Janeiro · 1 bedroom · 3 beds · 1 bath,60800848,João,Barra da Tijuca,-23.01171,-43.38188,Entire home/apt,1350.8451882845188,5.0,1,2017-01-21,0.01,3,0,0
12521420,Rental unit in Rio de Janeiro · 1 bedroom · 2 beds · 1 bath,67821179,Robinson,Jacarepaguá,-22.96973,-43.38692,Private room,785.2956685499058,3.0,0,,,1,0,0
12812446,Rental unit in Rio de Janeiro · 2 bedrooms · 2 beds · 2 baths,835831,Alex,Catete,-22.92839,-43.18051,Entire home/apt,859.4738562091503,3.0,2,2020-08-29,0.03,1,0,0
12833808,Rental unit in Rio de Janeiro · 2 bedrooms · 2 beds · 1 bath,65713298,Lívia,Copacabana,-22.96905,-43.18481,Entire home/apt,1311.7262280953748,10.0,0,,,1,0,0
12848815,Condo in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,70185544,Beth,Laranjeiras,-22.93602,-43.18139,Entire home/apt,632.6488549618321,6.0,0,,,1,0,0
12980269,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 private bath,5014163,Anderson,Barra da Tijuca,-23.00477,-43.34144,Private room,1350.8451882845188,2.0,0,,,2,0,0
13098075,Rental unit in Copacabana · 1 bedroom · 1 bed · 1 shared bath,26856344,Pepe,Copacabana,-22.98293,-43.19549,Private room,1311.7262280953748,3.0,0,,,1,0,0
13115042,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1.5 shared baths,36897738,Bianca,Vila Isabel,-22.92025,-43.23579,Private room,617.8455882352941,1.0,0,,,2,0,0
13223576,Rental unit in Cosme Velho · 1 bedroom · 1 bed · 2 baths,10272551,Luciana,Cosme Velho,-22.94012,-43.19781,Private room,821.9382716049382,3.0,0,,,1,0,0
13239002,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 2 baths,73330036,Valeria,Jacarepaguá,-22.96995,-43.39431,Entire home/apt,785.2956685499058,5.0,0,,,1,0,0
13244316,Rental unit in Rio de Janeiro · 2 bedrooms · 5 beds · 2.5 baths,21889346,Janaina,Barra da Tijuca,-23.00367,-43.37762,Entire home/apt,1350.8451882845188,4.0,0,,,1,0,0
13271435,Home in Rio de Janeiro · 1 bedroom · 4 beds · 2 baths,3999329,Ted,Barra da Tijuca,-23.0126,-43.43855,Private room,1350.8451882845188,2.0,2,2022-09-11,0.02,1,0,0
13306708,Rental unit in Rio de Janeiro · 3 bedrooms · 3 beds · 2 baths,64749468,Dora,Ipanema,-22.98134,-43.20841,Entire home/apt,1726.5436160579536,6.0,0,,,1,358,0
13309077,Rental unit in Rio de Janeiro · 3 bedrooms · 4 beds · 3 baths,42286136,Leonardo,Barra da Tijuca,-23.00856,-43.30883,Entire home/apt,1350.8451882845188,3.0,2,2018-01-03,0.02,1,0,0
13513292,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 2 baths,77566679,Ana Claudia,Copacabana,-22.97559,-43.19302,Entire home/apt,1311.7262280953748,5.0,2,2016-08-21,0.02,1,0,0
13348130,Condo in Rio de Janeiro · 1 bedroom · 3 beds · 1 bath,75651961,Carlos,Copacabana,-22.96231,-43.17515,Entire home/apt,1311.7262280953748,3.0,0,,,1,0,0
13957739,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 1 bath,70239656,Edson,Copacabana,-22.98461,-43.19122,Entire home/apt,1311.7262280953748,3.0,1,2022-01-01,0.04,1,0,0
13969762,Villa in Rio de Janeiro · 3 bedrooms · 4 beds · 1 bath,25345874,Flavio Sergio,Botafogo,-22.96013,-43.17757,Entire home/apt,768.3704453441295,3.0,0,,,2,0,0
13996833,Rental unit in Rio de Janeiro · 1 bedroom · 2 beds · 1 bath,2300508,Luana,Copacabana,-22.97889,-43.19056,Entire home/apt,1311.7262280953748,2.0,2,2017-09-25,0.02,2,0,0
14003508,Rental unit in Rio de Janeiro · 1 bedroom · 2 beds · 1 bath,83684413,Diogo Salomão,Barra da Tijuca,-23.01266,-43.32188,Entire home/apt,1350.8451882845188,4.0,0,,,1,0,0
14004040,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 2 baths,83689737,Marcia,Flamengo,-22.9378,-43.17388,Entire home/apt,678.5729442970822,7.0,0,,,1,0,0
14038436,Rental unit in Rio de Janeiro · 1 bedroom · 2 beds · 1 bath,83368219,Rodrigo,Méier,-22.90181,-43.27867,Entire home/apt,298.44444444444446,3.0,1,2022-02-01,0.04,1,0,0
14039166,Rental unit in Rio de Janeiro · 1 bedroom · 2 beds · 1 shared bath,84109106,Danielle,Barra da Tijuca,-23.012865,-43.310417,Private room,1350.8451882845188,3.0,2,2017-03-01,0.02,1,0,0
14151516,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 2 baths,85503869,Andrea,Copacabana,-22.97363,-43.19143,Private room,1311.7262280953748,1.0,0,,,1,0,0
14247111,Condo in Rio de Janeiro · 1 bedroom · 1 bed · 1 private bath,2659030,Bento,Barra da Tijuca,-23.01009,-43.36448,Private room,1350.8451882845188,2.0,2,2019-10-05,0.04,1,0,0
14315601,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 3 baths,87473985,Claudia,Recreio dos Bandeirantes,-23.00651,-43.45659,Entire home/apt,962.8882455124493,4.0,0,,,1,0,0
14487839,Condo in Rio de Janeiro · 3 bedrooms · 3 beds · 1 bath,15462953,Valéria,Inhaúma,-22.88028,-43.28446,Entire home/apt,423.1,3.0,1,2017-05-14,0.01,1,0,0
14350493,Serviced apartment in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,15828819,Carolina,Copacabana,-22.96645,-43.19125,Entire home/apt,1311.7262280953748,5.0,1,2020-02-28,0.02,1,0,0
15006893,Rental unit in Rio de Janeiro · 2 bedrooms · 4 beds · 2 baths,13498004,Fabio,Jacarepaguá,-22.97109,-43.38464,Entire home/apt,785.2956685499058,5.0,0,,,7,0,0
15123309,Loft in Rio de Janeiro · 1 bedroom · 2 beds · 1 bath,47939185,Yassuo Imai,Copacabana,-22.98511,-43.19082,Entire home/apt,1311.7262280953748,4.0,1,2018-02-18,0.01,1,0,0
15191886,Home in Rio de Janeiro · 1 bedroom · 1 bed · 4 baths,27324069,Lagoa,Humaitá,-22.95902,-43.20274,Private room,795.2043010752689,1.0,0,,,1,0,0
15850739,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1.5 baths,809927,Karen,Catete,-22.92553,-43.17821,Entire home/apt,859.4738562091503,5.0,0,,,1,0,0
16269292,Loft in Rio de Janeiro · Studio · 1 bed · 1 bath,22713969,Maria,Centro,-22.91283,-43.1806,Entire home/apt,549.5368888888889,20.0,0,,,38,0,0
16134573,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 2 baths,42410655,Ariella,Botafogo,-22.95495,-43.17431,Entire home/apt,768.3704453441295,3.0,2,2021-11-15,0.02,3,0,0
16003136,Rental unit in Rio de Janeiro · 3 bedrooms · 3 beds · 2.5 baths,104028678,Renato,Copacabana,-22.981274,-43.191949,Entire home/apt,1311.7262280953748,2.0,0,,,3,0,0
16011298,Rental unit in Rio de Janeiro · 2 bedrooms · 2 beds · 2 baths,8726884,Camilo,Laranjeiras,-22.93457,-43.18007,Private room,632.6488549618321,1.0,1,2016-12-21,0.01,1,0,0
16503834,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 shared bath,3973439,VirnaVallarta,Santa Teresa,-22.91579,-43.18143,Private room,748.8612132352941,4.0,2,2019-06-09,0.02,3,0,0
16237899,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,7401112,Taciana,Barra da Tijuca,-23.002952,-43.3493,Entire home/apt,1350.8451882845188,365.0,0,,,1,0,0
16545602,Rental unit in Rio de Janeiro · 2 bedrooms · 3 beds · 2 baths,108898082,Alessandra,Flamengo,-22.92699,-43.17625,Entire home/apt,678.5729442970822,2.0,0,,,1,0,0
16247523,Rental unit in Rio de Janeiro · 3 bedrooms · 4 beds · 3 baths,22713969,Maria,Tijuca,-22.93375,-43.24778,Entire home/apt,815.5894495412844,6.0,0,,,38,0,0
16601290,Rental unit in Rio de Janeiro · 2 bedrooms · 2 beds · 2 baths,75317298,Daniela,Tijuca,-22.92737,-43.23221,Entire home/apt,815.5894495412844,30.0,0,,,1,0,0
16993028,Home in Rio de Janeiro · 1 bedroom · 2 beds · 1 shared bath,34609976,Neusa,Vidigal,-22.99605,-43.23853,Shared room,1103.5533980582525,1.0,2,2017-09-16,0.02,3,0,0
16993720,Rental unit in Rio de Janeiro · 2 bedrooms · 4 beds · 1.5 baths,22713969,Maria,Copacabana,-22.98414,-43.19104,Entire home/apt,1311.7262280953748,6.0,0,,,38,0,0
16996325,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,22713969,Maria,Leblon,-22.98405,-43.21805,Entire home/apt,1547.7930614729155,6.0,0,,,38,0,0
16810128,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 2 baths,22713969,Maria,Gávea,-22.97716,-43.22826,Entire home/apt,1337.5391705069123,10.0,2,2017-08-06,0.02,38,0,0
17073284,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 shared bath,114532891,Samuel,Gardênia Azul,-22.96172,-43.35178,Private room,545.3333333333334,2.0,2,2022-09-11,0.04,1,0,0
17230423,Rental unit in Copacabana · 3 bedrooms · 2 beds · 1.5 baths,22713969,Maria,Copacabana,-22.96882,-43.18735,Entire home/apt,1311.7262280953748,6.0,0,,,38,0,0
17230426,Rental unit in Rio de Janeiro · 1 bedroom · 1 bed · 1 bath,22713969,Maria,Leblon,-22.98434,-43.21923,Entire home/apt,1547.7930614729155,4.0,1,2017-03-30,0.01,38,0,0
17248596,Rental unit in Rio de Janeiro · 3 bedrooms · 3 beds · 2 baths,116231295,Isabel,Leblon,-22.9866,-43.22659,Entire home/apt,1547.7930614729155,7.0,1,2017-03-04,0.01,2,0,0
16945210,Serviced apartment in Rio de Janeiro · 1 bedroom · 2 beds · 2 baths,41799721,Simone,Barra da Tijuca,-23.0107,-43.35693,Private room,1350.8451882845188,3.0,2,2022-09-11,0.04,1,0,0
17601554,Rental unit in Rio de Janeiro · 1 bedroom · 2 beds · 1 bath,16922179,Fernanda,Flamengo,-22.9331,-43.17668,Private room,678.5729442970822,1.0,0,,,1,0,0
